source_id,source_url,source_author,source_date,cite_date,notes_raw_fi,notes_raw_sv,notes_en,stone_name_fi,stone_name_sv,stone_name_en,event_date,location_info,stone_weight_kg,stone_dims_cm
hulden1952,https://digi.kansalliskirjasto.fi/teos/binding/2108623?term=lyftsten&page=30,Hulden,1952-01-01,2025-10-22,,"Stubbåkers grisen stu 1 bakasgrisin, »lyftsten», Kx. Det ansågs som ett gott kraftprov att bära stenen över en teg i Stubbåkern. Anledningen till namnet är stenens avlånga form, släta yta och »grisaktiga» storlek. Den väger 139 kg",,,,,,,,
stejskal1954,https://digi.kansalliskirjasto.fi/teos/binding/2100584?term=nostokivi&page=168,Maximilian Stejskal,1954-01-01,2025-10-22,"D 1. Kiven nosto är ett av de vanligaste lyftproven även på finskt håll. En nästan lika allmän benämning är väkikiven nosto. Dessutom kallar man det nostokivi (sTI, Padasjoki, Okk, 5, 310; Vb, Okk, 14, 259), nostokoe (nSI, lisalmi, Okk, 6, 277), painon nosto (sTI„ Jämsä, SKS, Väinö Nieminen, 421 a), käsikivet (Sd, Kullaa, Okk, 18, 55) och kinttukinner nosto (sTI, Jämsä, H. Laitinen, SKS, 421 a).",,"Stubbåkers grisen, a lyftsten (lifting stone). It was regarded as a fine test of strength to carry the stone across a strip of field (teg) in Stubbåker. The name derives from the stone’s elongated shape, smooth surface, and its “pig-like” size. The stone weighs 139 kg.",,Stubbåkers grisen,,,,139,
stejskal1954,https://digi.kansalliskirjasto.fi/teos/binding/2100584?term=dr%C3%A4ngsten&page=33,Maximilian Stejskal,1954-01-01,2025-10-22,,"Det förekommer vissa slags »karlaprov», genom vilka det gäller att visa, att man lämnat barnaåren bakom sig och nu duger som fullgod karl. 1 ) I samband med skriftskolan övar sig pojkarna i olika slags styrkeprov, t. ex. att »lyfta sten» (D.I; A.A. Pe). De stenar, som därvid begagnas, kallas »skriftskolstenar» (M.H. Mb; K.G.A. La). En sådan sten, som skall lyftas upp i famnen, finnes invid kyrkomuren i Oravais. I Pedersöre finnes en dylik sten bakom klockstapeln vid kyrkan. Får man bara upp stenen från marken, så är provet klarat. Stundom gäller det att resa stenen i upprätt ställning. Ibland heter det, att en yngling inte får gifta sig eller räkna sig som fullvuxen, förrän han orkar lyfta stenen i höjd med knäna. Stundom får man lägga ett rep omkring stenen, som kan väga upp till 250 kg (J.R. Pe; M.H. Nb; M.S. Tj; N.R.Pu).","There exist certain kinds of “karlaprov” (tests of manhood), through which one is to demonstrate that childhood has been left behind and that one now qualifies as a full-grown man. In connection with confirmation school (skriftskola), boys practice various kinds of strength tests, for example “lyfta sten” (lifting a stone) (D.I; A.A. Pe). The stones used for this purpose are called “skriftskolstenar” (confirmation-school stones) (M.H. Mb; K.G.A. La). One such stone, which is to be lifted into the arms, is found by the church wall in Oravais. In Pedersöre there is a similar stone behind the bell tower at the church. If one succeeds merely in raising the stone from the ground, the test is considered passed. At times the task is to set the stone upright. Sometimes it is said that a youth may not marry or count himself as fully grown until he is able to lift the stone to knee height. At times one is allowed to place a rope around the stone, which may weigh up to 250 kg (J.R. Pe; M.H. Nb; M.S. Tj; N.R. Pu).",,Skriftskolstenar,,,,,
stejskal1954,https://digi.kansalliskirjasto.fi/teos/binding/2100584?term=dr%C3%A4ngsten&page=33,Maximilian Stejskal,1954-01-01,2025-10-22,,"Stenen kan också vara försedd med järnband, ring eller krok. En sådan sten fanns före sekelskiftet på rådstugugården i Nykarleby. Den kallades »junttansten», och man använde den till att påla med. Det var särskilt »skriftskoleschacket» som övade sig flitigt i att resa upp den i stående ställning (E.E. Nb).","The stone may also be fitted with an iron band, ring, or hook. Such a stone existed before the turn of the century in the courthouse yard of Nykarleby. It was called a “junttansten” (pile-driver stone) and was used for driving piles. It was especially the “skriftskoleschack” (the confirmation-school cohort) that diligently practiced setting it upright into a standing position (E.E. Nb).",,Junttansten,,,,,
stejskal1954,https://digi.kansalliskirjasto.fi/teos/binding/2100584?term=dr%C3%A4ngsten&page=146,Maximilian Stejskal,1954-01-01,2025-10-22,,"D 1. Att lyfta sten har enligt SFLD s. 57 varit en »vida spridd» sed. En dylik sten får beteckningen löftesten (Sm, EU 215—13; Vr, ULMA 2128:3 s. 1, 10), löttesten (Sm, LUFS 9280:26), lyftning (Vm, ULMA 4906 s. 22, 37), löftingar (Gä, ULMA 9060 s. 512), kämpasten (Sm, EU 8908, 215), kampasten (Sm, EU 215), kamphäva (Sm, ULMA 92:43 s. 76), kappastenar (Sm, LUFS 6730:39), drängsten (Nä, ULMA 1914 s. 28; Vg, EU 25984-27), drängalyft (Sm, EU 5582), drängalötten (Sm, EU 37597). Andra benämningar är pojkestenar eller herestenar (Vg, EU 27), bjässestenar (Vg, EU 1202,-34), kyrkklot (Vg, ULMA 2750:4 s. 322), kringlet sten (Sm, ULMA 2155:10 s. 82). Dessa lyftstenar är mycket vanliga (Ög, EU 215-13) och finns i vissa socknar i alla byar (Vg, THS 27). Det omtalas 30 st. lyftstenar i en gård (Up, ULMA 3266:2 s. 7). Se kap. 1 s. 30 not.","D 1. According to SFLD p. 57, lifting a stone (att lyfta sten) has been a “widely распростран” custom. Such a stone may be designated by a variety of names: löftesten (Sm, EU 215—13; Vr, ULMA 2128:3 pp. 1, 10), löttesten (Sm, LUFS 9280:26), lyftning (Vm, ULMA 4906 pp. 22, 37), löftingar (Gä, ULMA 9060 p. 512), kämpasten (Sm, EU 8908, 215), kampasten (Sm, EU 215), kamphäva (Sm, ULMA 92:43 p. 76), kappastenar (Sm, LUFS 6730:39), drängsten (Nä, ULMA 1914 p. 28; Vg, EU 25984–27), drängalyft (Sm, EU 5582), and drängalötten (Sm, EU 37597).

Other names include pojkestenar or herestenar (Vg, EU 27), bjässestenar (Vg, EU 1202–34), kyrkklot (Vg, ULMA 2750:4 p. 322), and kringlet sten (Sm, ULMA 2155:10 p. 82). These lifting stones are very common (Ög, EU 215–13) and are found in some parishes in every village (Vg, THS 27). As many as 30 lifting stones are reported on a single farm (Up, ULMA 3266:2 p. 7). See Chapter 1, p. 30, note.",,,,,,,
valokuvapaulaharju1928,https://www.finna.fi/Record/museovirasto.8319F7526E14A0B65CD5DCF49C0369E9,Samuli Paulaharju,1928-01-01,2025-10-19,Valokuva,,Photograph,Porasen tuvan väkikivi,,,,,,
perhojokilaakso13012021,https://www.perhonjokilaakso.fi/artikkeli/perinnenyrkki-porasen-poikien-latoa-urakoivat-samuli-paulaharjun-kuvassa-viitalan-pojat,Samuli Paulaharju,2021-01-13,2025-10-22,Väkikivi nousee Johannes Viitalan väkevissä käsissä. Pikkupoika Aatos Viitala. Kuva otettu vuonna 1932. Samuli Paulaharju. Perinnenyrkki: Porasen poikien latoa urakoivat Samuli Paulaharjun kuvassa Viitalan pojat Paulaharjun ottamasta kuvasta löytyi heti lisää tietoa. Suomenselän vieriltä -kirjassa Perho on suuressa roolissa.,,"The väkikivi rises in the powerful hands of Johannes Viitala. The little boy is Aatos Viitala. Photograph taken in 1932 by Samuli Paulaharju.

Heritage fist: In Paulaharju’s photograph, the Viitala boys are doing contract work on the Poranen brothers’ barn.

From Paulaharju’s photograph additional information was immediately uncovered. In the book Suomenselän vieriltä, Perho plays a major role.",Porasen tuvan väkikivi,,,,,,
kotiliesi19290815,https://digi.kansalliskirjasto.fi/aikakausi/binding/914090?page=14,,1929-08-19,2025-12-01,"Mutta vain vaateorsien vaalijaksi ja tupakoreaksi ei nuorta naurusuista Liisaa Kinniään tuotu. Hän tiesi kyllä hyvin jo tullessaankin, että heti oli nuorikon miehen rinnalla käytävä raskaimpiinkin ulkotöihin ja tätä varten hän oli tuonut tullessaan omat tutut työkalunsakin: kassaran, sirpin, viikatteen, kirveen ja perukuokan.
Mutta kun suuri ja komea Marjaana, oikein kuuluisa työnraataja, tervametsien koloaja ja väkikivien nostaja samoihin aikoihin tuli Kyyjärven Nopolasta Perhon Jylhäseen miniäksi, oli hänellä vaateva-
rustusten, sekä huone- ja talouskalujen lisäksi mukanaan kaikki työkalut, mitä miehetkin tarvitsevat. Oli kolme kirvestä ja piilu neljäs, neljä viikatetta, sirppi ja kassari, perukuokka ja kytökuokka, talikko, kolme navaria, kolme höylää, kahdet kärryt ja reki sekä ketun ja sudenraudat.",,"But young, smiling Liisa Kinniä was not brought merely to tend the clothes poles and sit by the hearth. She knew very well already upon arriving that, alongside her husband, she would immediately have to take part in even the heaviest outdoor work, and for this purpose she had brought with her her own familiar tools: the kassara, sickle, scythe, axe, and the perukuokka.

But when the large and handsome Marjaana—truly famous as a tireless worker, a delver in tar forests, and a lifter of väkikivet—at about the same time came as a daughter-in-law from Nopola in Kyyjärvi to Jylhä in Perho, she brought with her—besides clothing and household furnishings—all the tools that men, too, require. There were three axes and a piilu as the fourth; four scythes; a sickle and a kassari; a perukuokka and a kytökuokka; a pitchfork; three augers; three planes; two carts and a sledge; as well as fox and wolf traps.",Jylhän naisten väkikivi?,,,,,,
carsten1886,https://yksa.disec.fi/Yksa4/id/173170514560200?direction=previous&rd=0#tab/basic,Carstén,1886-01-01,2025-10-24,Kertomus Haapajärven kihlakunnan muinaisjäännöksistä. Jättiläisten väkikivet s. 35,,"An Account of the Ancient Monuments of the Haapajärvi Judicial District.
Giants’ lifting stones (jättiläisten väkikivet), p. 35.",,,,,,,
sarkkinen2010,https://www.kyppi.fi/palveluikkuna/raportti/read/asp/r_raportti_det.aspx?RAPORTTI_ID=142087,Mika Sarkkinen,2010-07-29,2025-10-24,"Perimätiedon mukaan kyseessä on varsin nuori kohde, voimannäyttönä syntynyt
rakennelma, josta voi käyttää nimitystä ""väkikivet"". Vastaavia tarinoita on ainakin vanhoissa
kihlakuntakertomuksissa:  ""Alemman kjven pikkukivien päälle on nostanut joku Kananen ja ylemmen ja suurimman kiven Matti Pasanen Vuohtomäeltä. Pasanen kuoli pari vuotta sitten ehkä seitsenkymppisenä. Motiiviksi kiviasetelmiin Raimo arveli miesten keskeisen voiman näyttämisen"" ",,"According to oral tradition, the site in question is a relatively recent one: a structure created as a display of strength, for which the designation väkikivet may be used. Similar accounts occur at least in old kihlakunta (judicial district) reports:

“The lower stone was lifted onto the small stones by a man named Kananen, and the upper and largest stone by Matti Pasanen of Vuohtomäki. Pasanen died a couple of years ago, perhaps in his seventies. As a motive for the stone arrangement, Raimo suggested a mutual display of strength between the men.”",Kaakkomäen väkikivet,,,,,,
kangas2014,https://www.finna.fi/Record/digi.122743?sid=5165041424,Svante Kangas,,2025-10-24,"Tuomas Rönkkö oli harvinaisen kookas ja voimakas mies. Hän oli kotoisin Sonkajärveltä ja tuli Ivaloon maantien tekoon. Tarina kertoo kuinka hän nosti ojasta valtavan kiven miesvoimin. Tapaus oli sen verran harvinainen, että kiveä alettiin kutsua Rönkönkiveksi. Voimamiehelle tapahtui kaikenlaista elämän varrella. Eräällä putkareissulla hän joutui painiotteluun miehen kanssa, joka osottautui hänen veljekseen.  ",,"Tuomas Rönkkö was an exceptionally large and strong man. He was originally from Sonkajärvi and came to Ivalo to work on the construction of the highway. The story tells how he lifted an enormous stone out of a ditch by sheer manpower. The incident was so remarkable that the stone came to be known as Rönkönkivi (“Rönkkö’s Stone”).

Many things befell the strongman over the course of his life. On one occasion, during a stint in jail, he became involved in a wrestling match with another man—who turned out to be his own brother.",Rönkönkivi,,,,,,
virtaranta1960,https://www.finna.fi/Record/museovirasto.858E9FFFDE339CDD18429EC7CABD505A?sid=5165041424,Helmi Virtaranta,1960-10-16,2025-10-24,Valokuva,,Photograph,Ysö-Pekan väkikivi,,,,,,
aaltonen1950,https://www.finna.fi/Record/forssanmuseo.pju-18598?sid=5165041424,Esko Aaltonen,1950-01-01,2025-10-24,"Valokuva, Juuka, Forssan museo",,Photograph,,,,,,,
aaltonen1950,https://www.finna.fi/Record/forssanmuseo.pju-18783?sid=5165043911,Esko Aaltonen,1950-01-01,2025-10-24,"Valokuva, Juuka, Forssan museo",,Photograph,,,,,,,
aaltonen1950,https://www.finna.fi/Record/forssanmuseo.pju-17937,Esko Aaltonen,1950-01-01,2025-10-24,"Valokuva, Juuka, Forssan museo",,Photograph,,,,,,,
aaltonen1950,https://www.finna.fi/Record/forssanmuseo.pju-17899,Esko Aaltonen,1950-01-01,2025-10-24,"Valokuva, Juuka, Forssan museo",,Photograph,,,,,,,
aaltonen1950,https://www.finna.fi/Record/forssanmuseo.pju-17812,Esko Aaltonen,1950-01-01,2025-10-24,"Valokuva, Juuka, Forssan museo",,Photograph,,,,,,,
,https://kinoregina.fi/elokuva/160962/,Markus Pölönen,,,"Kivenpyörittäjän kylä, Juuka (Elokuvan kuvauspaikka)",,"Kivenpyörittäjän kylä, Juuka (film shooting location).",,,,,,,
vaasa08121926,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1709207?page=2,,1926-12-08,,Ylistaron KylänpäässS Mikkilän mäellä näytetään erään talon pihamaalta lvonnon hiomaa pallomaista kiveä. Se on niin iso että mies jaksaa sitä nostaa m utta ei viskata. Tekotavaltansa on se niin säännöllinen kuin mikäkin mestarinäyte.,,"In Ylistaro, in Kylänpää, on Mikkilänmäki, there is shown in the yard of a certain farm a naturally polished, spherical stone. It is so large that a man can manage to lift it, but not to throw it. In its workmanship it is so regular as to resemble a true master’s specimen.",,,,,,,
savonmaa14081937,https://digi.kansalliskirjasto.fi/sanomalehti/binding/2093120?page=6,,1937-08-14,2025-11-19,"Friman, joka Huoruutensa parhaat vuodet täällä toimi, on jättänyt pysyvän muistan savonrantalaisten mieliin. Pappina hän vakavuudella., mutta samalla ystävällisenä ja usein toverillisena toimitti tehtävänsä. Mutta erikoisesti kiertelevät laajemmaltikin kertomukset hänestä näiltä ajoilta voimamiehenä, joka milloin hevosenkenkiä veti suoraksi, milloin nosteli hevosia ja rekiä tiepuoleen, milloin näytteli punnuksilla ja väkikivillä voimannäytöksiä jne. Savonrannan keski-iän ja vanhemman polven ihmiset muistavat hyvin hänet.",,"Friman, who served here during the best years of his clerical career, has left a lasting memory in the minds of the people of Savonranta. As a pastor he carried out his duties with seriousness, yet at the same time in a friendly and often companionable manner.

In particular, however, stories circulated more widely about him in those days as a strongman: at times he would straighten horseshoes by pulling them, at times lift horses and sledges up onto the roadside, at times give demonstrations of strength with weights and väkikivet, and so forth. The middle-aged and older generations of Savonranta remember him well.",,,,,,,
seura01121937,https://digi.kansalliskirjasto.fi/aikakausi/binding/763312?page=26,,1937-12-01,2025-11-19,"VOIMAMIEHIÄ ON MONENLAISIA
Omalaatuisimpia nykyisin elävistä voimamiehistämme on eurajoke-
lainen Frans Wahlros, joka samalla on ikiliikkujan keksijä ja paljon muutakin. VVahlrosin nykyinen asuinpaikka on pienessä korpikylässä Eurajoen tien varrella, mutta kotoa häntä tapaa harvoin. Jos maakunnassa vain on joitakin »kissan ristiäisiä», niin kyllä VVahlros on myös siellä. Erikoisen maineensa voimamiehenä hän on hankkinut siten, että lyö vetoa suurten kivien, viljasäkkien ym. kantamisesta. Hän kuuluukin nostavan hartioilleen sadan kilon säkin aivan vaivattomasti ja vääntelevän sellaisia kiviä, joita ta-
valliset miehet eivät saa liikahf; maankaan.

",,"STRONGMEN ARE OF MANY KINDS

One of the most peculiar among our presently living strongmen is Frans Wahlros of Eurajoki, who is at the same time the inventor of a perpetual-motion machine and much else besides. Wahlros’s current place of residence is in a small backwoods village along the Eurajoki road, but he is seldom found at home. If anywhere in the province there happens to be any sort of “cat’s christening” (a local gathering or festivity), Wahlros will be there as well.

His particular fame as a strongman he has acquired by making wagers on carrying large stones, sacks of grain, and the like. He is said to hoist a hundred-kilogram sack onto his shoulders quite effortlessly and to wrestle with stones that ordinary men cannot budge from the ground at all.",,,,,,,
kakisalmelainen01011954,https://digi.kansalliskirjasto.fi/aikakausi/binding/1736568?page=4,,1954-01-01,2025-11-19,"Kylän miekkoset olivat tietoisia Juhanan tulosta ja eikös vain heille johtunut koiruus mieleen ja niinpä miehet vierittivät keskelle tietä suurimman kiven minkä irti saivat. Juhana tuli aikanaan myös kiven luo, pysäytti ajokkinsa, katseli hetken kiveä ja astuen rattailta tuumiskeli: ""Katsos kun ovat pikkupojat käyneet leikkimässä."" Nappasi kiinni kiveen ja heilautti sen yli aidan. Heilautti siitä huolimatta, että se oli todella melkoinen pulteri. Oli ainakin se kivi, mitä isäni aikoinaan minulle näytteli ja kertoili tapahtuneesta. Kivennostelua kerrotaan Juhanan harjoittaneen myös Ostamon kujasilla. Siellä oli kuulema kylän miehillä kujasten vieressä voimankoijtoskivi ja ken sitä sai liikautettua, häntä pidettiin miehenmittaisena. Sattui sitten kerran Juhanalle Myllypellon matka ja Ostamon kujasia ajaessaan näki kiven, muisti sen tarkoituksen ja pysäytti jälleen ajokkinsa, astahti tielle ja kiven viereen. Koetteli sen painoa, koetteli toisenkin kerran ja niin nappasi koko miehisen voiman koetuskiven yli kujasten aidan",,"The village fellows were aware of Juhana’s arrival, and sure enough a bit of mischief came to mind; so the men rolled the largest stone they could loosen into the middle of the road. In due time Juhana also came upon the stone, stopped his conveyance, looked at it for a moment, and stepping down from the shafts remarked: “Well now, looks like the little boys have been playing.” He seized the stone and swung it over the fence—swung it despite the fact that it was truly a hefty lump. It was at least the very stone that my father once showed me and told me about, recounting what had happened.

Stone lifting is also said to have been practiced by Juhana along the lanes of Ostamo. There, it is said, the village men had a stone by the roadside as a test of strength, and whoever could move it was regarded as a man of full measure. It then happened once that Juhana was on his way to Myllypelto, and as he drove along the lanes of Ostamo he saw the stone, remembered its purpose, and once again stopped his conveyance, stepped onto the road and up to the stone. He tested its weight, tested it a second time, and then seized the entire manhood-testing stone and hurled it over the lane fence.",,,,,,,
suomenurheilulehti30041914,https://digi.kansalliskirjasto.fi/aikakausi/binding/882358?page=5,,1914-04-30,2025-11-19,"Kuuluisimpana Suupohjan entisajan voimamiehenä mainitaan Tohni-niminen mies. Hän on ottanut osaa Kyrön kirkon rakentamiseen. Jälkimaailmalle muistoksi vieritti hän kirkon muurille yksin kiven, jota ei kymmenen miestä jaksanut kuletella.",,"The most famous strongman of earlier times in Suupohja is said to have been a man named Tohni. He took part in the construction of Kyrön kirkko. As a memorial for posterity, he single-handedly rolled onto the church wall a stone that ten men had not been able to transport.",Tohnisen äijän kivi,,,,"62.704369587846976, 23.79658029315242",,
elamaapyyntipaikalladdmmyyyy,https://bin.yhdistysavain.fi/1587815/M7oL4RR7ygF62TC2zcfq0Y3s7l/Elamaa_pyyntipaikalla.pdf,,yyyy-mm-dd,2025-11-19,Korvan padon patopäivät: Könkään patokentällä oli mm. pyöreä väkikivi jota jokainen itseään voimamieheksi luuleva pyrki nostamaan. Erityisesti sunnuntait muodostuivat uteliaiden sivullisten käyntipäiviksi. Kivi painaa 137 kg.,,"The dam-building days at Korva: At the Könkää dam site (patokenttä) there was, among other things, a round väkikivi that everyone who considered himself a strongman attempted to lift. Sundays in particular became visiting days for curious onlookers. The stone weighs 137 kg.",Könkään patokentän väkikivi,,,,,137,
viikkosanomat19230630,https://digi.kansalliskirjasto.fi/aikakausi/binding/1735486?page=11,,1923-06-30,2025-12-02,"Tämän poika Siltalan Kustavi nuorena taas oli voimamies. Kyläkunnan miesten väkikivi oli jossakin aidan vieressä, ja oli se niin raskas tavallisille miehille, ittä vain kaksi miestä koko kyläkunnasta jaksoi sitä hieman liikutella. Kun Kustavi kulki kerran siitä paikasta sivuitse, uin hän heitti kyläkunnan miesten väkikiven aidan taakse. Pahana olivat miehet pitäneet, kun olivat kuulleet Siltalan Kustavin voimateosta. Nämä jutut ovat niiltä ajoilta, jolloin ei vielä ollut järjestettyjä urheilukilpailuja pistemääräyksineen. Mutta voimainmittelyä ja muuta sukkeluuden näyttöä täytyi silloinkin olla. Yhteen tultua vedettiin väkikalikkaa, nostettiin väkikiveä, painiskeltiin, hyppäiltiin",,"His son, Kustavi of Siltala, in his youth, was in turn a strongman. The village men’s väkikivi stood somewhere by a fence, and it was so heavy for ordinary men that only two men in the entire village were able to move it even slightly. When Kustavi once passed by that spot, he threw the village men’s väkikivi over the fence. The men took it badly when they heard of Siltala Kustavi’s feat of strength.

These stories date from a time when there were not yet organized sporting competitions with point systems. Yet contests of strength and other displays of prowess had to exist even then. When people gathered together, they pulled the väkikalikka, lifted the väkikivi, wrestled, and jumped.",Siltalan Kustavin väkikivi,,,,,,
vaasa30051923,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1508123?page=3,,1923-05-30,2025-12-15,sama kuin viikkosanomat19230630,,"“Same as Viikkosanomat, 30 June 1923.”",Siltalan Kustavin väkikivi,,,,,,
canadanuutiset19071923,https://digi.kansalliskirjasto.fi/sanomalehti/binding/2786500?page=3,,1923-07-19,,sama kuin viikkosanomat19230630,,"“Same as Viikkosanomat, 30 June 1923.”",Siltalan Kustavin väkikivi,,,,,,
suomenmatkailijayhdistyksenvuosikirja01011898,https://digi.kansalliskirjasto.fi/aikakausi/binding/925866?page=47,,1898-01-01,2025-12-02,"Nimellisiä kiviä: Muukilaisten rajamerkiksi sanotaan Lehtimäellä noita vähäisillä kivijaloilla seisovia väkikiviä, joita ei tähän aikaan voida miehissäkään huiskuttaa. Valtarin mäellä kerrotaan olevan neljä yhdessä rivissä, joka käy erään peuranhaudoistaan tunnetun harjanteen poikki. Pylväiden väliä sanotaan olevan noin 150 askelta. Siitä pylväsrivistä kuuluu vielä poikkeavan toinen rivi mäkeä pitkin, mutta siinä on vaan kaksi pylvästä. Tässä esiintyvä Muukilaisnimi varmaankin vaan on paikallismuoto Munkkilaisnimestä, joka samoin kuin Nunnanimikin on ehtinyt saada myytillisen merkityksen rahvaan käsityksessä.",,"Named stones: In Lehtimäki, those väkikivet standing on small stone bases are said to serve as boundary markers of the Muukilaiset (“foreigners”), stones that even today cannot be tossed about by men. On Valtarin mäki, there are said to be four set in a single row crossing a ridge known for its pitfall traps for elk. The distance between the pillars is said to be about 150 paces. From this row of pillars another row is said to diverge along the hill, but that one has only two pillars.

The name Muukilainen occurring here is surely merely a local form of Munkkilainen (“monk”), which—like Nunnaniemi (“nun”)—has come to acquire a mythical significance in popular belief.",Muukilaisten rajamerkki,,,,,,
suomenmatkailijayhdistyksenvuosikirja01011898,https://digi.kansalliskirjasto.fi/aikakausi/binding/925866?page=48,,1898-01-01,2025-12-02,"Nimellisiä kiviä: Siikajoessa on Gananderin mukaan kaksi kiveä Kiljonkivi ja Koljonkivi, joiden väliä, noin 100 aironvetoa, sanotaan Koljon suvannoksi. Kivet ovat tarinan tieten kahden kilpailevan jättiläisen Kiljon ja Koljon heittämiä.",,"Named stones: In Siikajoki, according to Ganander, there are two stones called Kiljonkivi and Koljonkivi, the stretch of water between them—about one hundred oar-strokes—is said to be known as Koljon suvanto. According to the tale, the stones were thrown by two rival giants, Kiljo and Koljo.",Kiljon ja Koljon kivet,,,,,,
pyrkija19140515,https://digi.kansalliskirjasto.fi/aikakausi/binding/954028?page=6,P. P-a,1914-05-15,2025-12-02,"Piirteitä Pohjois-Karjalaisista kansanhuveista ja ajanviettotavoista entisaikaan: Väkikivennosto oli myös suosittu kesäinen urheilu. Pihassa tai lähistöllä oli usein eri kokoisia kiviä vallanvasten väkikiviksi varattuja. Nämä kivet säilyivät välistä useamman sukupolven ajan omilla sopivasti valituilla paikoillaan esim. pellon pientarella. Jatkuvan harjoituksen kautta saavutettiin väkikivennostossa erinomaisia, myöhempää polvea ihmetyttäviä tuloksia. Kyllä muistaa näiden rivienkin kirjoittaja hämmästyksensä, kun hänelle näytettiin isoisänßä väkikivi. Poika ei ollut saanut sitä tuumaakaan nousemaan ja pojanpoika tuskin muuten kuin kankien avulla. Polvi heikkonee!",,"Features of North Karelian folk amusements and pastimes in former times:
Lifting väkikivi was also a popular summer sport. In the farmyard or nearby there were often stones of various sizes deliberately set aside specifically as väkikivet. These stones sometimes remained in their suitably chosen places—such as at the edge of a field—for several generations. Through continual practice, excellent results were achieved in väkikivennosto, feats that later generations would marvel at. Even the writer of these lines recalls his own astonishment when he was shown his grandfather’s väkikivi. The son had not managed to raise it even an inch, and the grandson scarcely at all except with the aid of levers. The generations grow weaker!",,,,,,,
kansakoulunlehti15081893,https://digi.kansalliskirjasto.fi/aikakausi/binding/940036?page=5,,1893-08-15,2025-12-03,"Kansan vanhoista voimisteluliikkeistä; sormikoukun, kissanhännän ja väkikartunvetämisestä sekä syli-, hartia- ja vyöpaininheittämisestä, hypyistä ja väkikivien nostamisista kantaa moni varomattomuutensa ja liiallisen rohkeutensa muistona vammoja vanhuutensa loppuun asti.",,"Of old folk strength exercises: from finger-hook pulling (sormikoukku), cat’s-tail pulling (kissanhäntä), and väkikarttu pulling, as well as throws in bosom-, shoulder-, and belt-wrestling, jumps, and the lifting of väkikivet, many bear—through their own carelessness and excessive boldness—injuries as lasting reminders, carried with them to the very end of old age.",,,,,,,
kalajokilaakso22011931,https://digi.kansalliskirjasto.fi/sanomalehti/binding/1844398?page=2,,1931-01-22,2025-12-05,"Voimistelun ja urheilun merkitys on moninainen: Sitä todistaa myöskin se nykyisen vanhemman polven nuoruudenaikainen tapa kokoontua yhteen nostelemaan „väkikiveä“, painimaan, vetämään köyttä tai juoksemaan leskistä",,"The significance of physical exercise and sport is manifold: this is also demonstrated by the youthful custom of the present older generation of gathering together to lift väkikivi, to wrestle, to pull rope, or to run leskistä (traditional footraces).",,,,,NA,,
taisteluun10121929,https://digi.kansalliskirjasto.fi/aikakausi/binding/906180?page=24,,1929-12-01,2025-12-05,"Entisajan urheilua: lujat työmiehet kun saattoivat olla laajaltikin kuuluja ja samalla haluttuja. Että työkilpa on kuulunut tavalla tai toisella esivanhempiemme ""huvitteluun"" jo muinaissuomalaisena aikana, siitä ei liene epäilystä. — Nykyään tämä kilpailutapa kuulunee jo muistojen joukkoon. Voitaisiin näet puhua mitä moninaisimmista otteluista, urheilupeleistä ja kilpaleikcistä, kuten kiekonlyönti, sylipaini, väkikiven nosto, kissanhäntä, niskanuora y.m., joista jo kirjallisiakin tietoja on olemassa ainakin 1700--luvulla, mutta vaikeus on vain siinä, tutkimus kun on vasta alullaan, mitä voi laskea ""muinaissuomalaisten"" harjoittamiksi, mitä ei. Ettei erilaisista urheilutavoista ole ollut puutetta, saattaa arvata jo siitä, että urheilu- ja leikkityyppejä on laskettu löytyvän Suomessa noin 500. Vienan-karjalaisilta, aunukselaisilta, inkeriläisiltä ja vepsäläisiltä tehtyjen muistiinpanojen nojalla saattaisi ehkä jokunen urheiluleikki palautua n.s. yhteissuomalaiselle ajalle asti, mutta niistä ei vielä tällä kertaa uskalleta lausua mitään varmaa. ",,"Sport in former times: strong working men could become widely renowned and at the same time much sought after. That labor competition, in one form or another, belonged to the “amusements” of our forefathers already in ancient Finnish times can hardly be doubted. Today, however, this form of competition seems to belong to the realm of memory.

One could speak of a great variety of contests, sports, and competitive games—such as discus throwing (kiekonlyönti), bosom wrestling (sylipaini), lifting the väkikivi, cat’s tail (kissanhäntä), neck-rope (niskanuora), and so forth—about which written information already exists at least from the 18th century. The difficulty lies only in the fact that research is still in its early stages as to what may be counted as practices of the “ancient Finns” and what may not.

That there was no shortage of different forms of sport may be inferred already from the fact that some 500 types of sports and games are said to be found in Finland. On the basis of records made among the Vienan Karjala (White Sea Karelia), the Aunus (Olonets), the Inkeri (Ingrians), and the Vepsä (Vepsians), it might be possible that some sporting games could be traced back as far as the so-called Common-Finnic period; but for the time being, nothing certain can yet be stated about this.",,,,,,,
